bin,brand,type,category,issuer,alpha_2,alpha_3,country,latitude,longitude,bank_phone,bank_url
661043,MAESTRO,DEBIT,,,,,,,,,
661044,MAESTRO,DEBIT,,,,,,,,,
661045,MAESTRO,DEBIT,,,,,,,,,
661046,MAESTRO,DEBIT,,,,,,,,,
661047,MAESTRO,DEBIT,,,,,,,,,
661048,MAESTRO,DEBIT,,,,,,,,,
661049,MAESTRO,DEBIT,,,,,,,,,
661050,MAESTRO,DEBIT,,,,,,,,,
661051,MAESTRO,DEBIT,,,,,,,,,
661052,MAESTRO,DEBIT,,,,,,,,,
661053,MAESTRO,DEBIT,,,,,,,,,
661054,MAESTRO,DEBIT,,,,,,,,,
661055,MAESTRO,DEBIT,,,,,,,,,
661056,MAESTRO,DEBIT,,,,,,,,,
661057,MAESTRO,DEBIT,,,,,,,,,
661058,MAESTRO,DEBIT,,,,,,,,,
661059,MAESTRO,DEBIT,,,,,,,,,
661060,MAESTRO,DEBIT,,,,,,,,,
661061,MAESTRO,DEBIT,,,,,,,,,
661062,MAESTRO,DEBIT,,,,,,,,,
661063,MAESTRO,DEBIT,,,,,,,,,
661064,MAESTRO,DEBIT,,,,,,,,,
661065,MAESTRO,DEBIT,,,,,,,,,
661066,MAESTRO,DEBIT,,,,,,,,,
661067,MAESTRO,DEBIT,,,,,,,,,
661068,MAESTRO,DEBIT,,,,,,,,,
661069,MAESTRO,DEBIT,,,,,,,,,
661070,MAESTRO,DEBIT,,,,,,,,,
661071,MAESTRO,DEBIT,,,,,,,,,
661072,MAESTRO,DEBIT,,,,,,,,,
661073,MAESTRO,DEBIT,,,,,,,,,
661074,MAESTRO,DEBIT,,,,,,,,,
661075,MAESTRO,DEBIT,,,,,,,,,
661076,MAESTRO,DEBIT,,,,,,,,,
661077,MAESTRO,DEBIT,,,,,,,,,
661078,MAESTRO,DEBIT,,,,,,,,,
661079,MAESTRO,DEBIT,,,,,,,,,
661080,MAESTRO,DEBIT,,,,,,,,,
661081,MAESTRO,DEBIT,,,,,,,,,
661082,MAESTRO,DEBIT,,,,,,,,,
661083,MAESTRO,DEBIT,,,,,,,,,
661084,MAESTRO,DEBIT,,,,,,,,,
661085,MAESTRO,DEBIT,,,,,,,,,
661086,MAESTRO,DEBIT,,,,,,,,,
661087,MAESTRO,DEBIT,,,,,,,,,
661088,MAESTRO,DEBIT,,,,,,,,,
661089,MAESTRO,DEBIT,,,,,,,,,
661090,MAESTRO,DEBIT,,,,,,,,,
661091,MAESTRO,DEBIT,,,,,,,,,
661092,MAESTRO,DEBIT,,,,,,,,,
661093,MAESTRO,DEBIT,,,,,,,,,
661094,MAESTRO,DEBIT,,,,,,,,,
661095,MAESTRO,DEBIT,,,,,,,,,
661096,MAESTRO,DEBIT,,,,,,,,,
661097,MAESTRO,DEBIT,,,,,,,,,
661098,MAESTRO,DEBIT,,,,,,,,,
661099,MAESTRO,DEBIT,,,,,,,,,
661100,MAESTRO,DEBIT,,,,,,,,,
661101,MAESTRO,DEBIT,,,,,,,,,
661102,MAESTRO,DEBIT,,,,,,,,,
661103,MAESTRO,DEBIT,,,,,,,,,
661104,MAESTRO,DEBIT,,,,,,,,,
661105,MAESTRO,DEBIT,,,,,,,,,
661106,MAESTRO,DEBIT,,,,,,,,,
661107,MAESTRO,DEBIT,,,,,,,,,
661108,MAESTRO,DEBIT,,,,,,,,,
661109,MAESTRO,DEBIT,,,,,,,,,
661110,MAESTRO,DEBIT,,,,,,,,,
661111,MAESTRO,DEBIT,,,,,,,,,
661112,MAESTRO,DEBIT,,,,,,,,,
661113,MAESTRO,DEBIT,,,,,,,,,
661114,MAESTRO,DEBIT,,,,,,,,,
661115,MAESTRO,DEBIT,,,,,,,,,
661116,MAESTRO,DEBIT,,,,,,,,,
661117,MAESTRO,DEBIT,,,,,,,,,
661118,MAESTRO,DEBIT,,,,,,,,,
661119,MAESTRO,DEBIT,,,,,,,,,
661120,MAESTRO,DEBIT,,,,,,,,,
661121,MAESTRO,DEBIT,,,,,,,,,
661122,MAESTRO,DEBIT,,,,,,,,,
661123,MAESTRO,DEBIT,,,,,,,,,
661124,MAESTRO,DEBIT,,,,,,,,,
661125,MAESTRO,DEBIT,,,,,,,,,
661126,MAESTRO,DEBIT,,,,,,,,,
661127,MAESTRO,DEBIT,,,,,,,,,
661128,MAESTRO,DEBIT,,,,,,,,,
661129,MAESTRO,DEBIT,,,,,,,,,
661130,MAESTRO,DEBIT,,,,,,,,,
661131,MAESTRO,DEBIT,,,,,,,,,
661132,MAESTRO,DEBIT,,,,,,,,,
661133,MAESTRO,DEBIT,,,,,,,,,
661134,MAESTRO,DEBIT,,,,,,,,,
661135,MAESTRO,DEBIT,,,,,,,,,
661136,MAESTRO,DEBIT,,,,,,,,,
661137,MAESTRO,DEBIT,,,,,,,,,
661138,MAESTRO,DEBIT,,,,,,,,,
661139,MAESTRO,DEBIT,,,,,,,,,
661140,MAESTRO,DEBIT,,,,,,,,,
661141,MAESTRO,DEBIT,,,,,,,,,
661142,MAESTRO,DEBIT,,,,,,,,,
661143,MAESTRO,DEBIT,,,,,,,,,
661144,MAESTRO,DEBIT,,,,,,,,,
661145,MAESTRO,DEBIT,,,,,,,,,
661146,MAESTRO,DEBIT,,,,,,,,,
661147,MAESTRO,DEBIT,,,,,,,,,
661148,MAESTRO,DEBIT,,,,,,,,,
661149,MAESTRO,DEBIT,,,,,,,,,
661150,MAESTRO,DEBIT,,,,,,,,,
661151,MAESTRO,DEBIT,,,,,,,,,
661152,MAESTRO,DEBIT,,,,,,,,,
661153,MAESTRO,DEBIT,,,,,,,,,
661154,MAESTRO,DEBIT,,,,,,,,,
661155,MAESTRO,DEBIT,,,,,,,,,
661156,MAESTRO,DEBIT,,,,,,,,,
661157,MAESTRO,DEBIT,,,,,,,,,
661158,MAESTRO,DEBIT,,,,,,,,,
661159,MAESTRO,DEBIT,,,,,,,,,
661160,MAESTRO,DEBIT,,,,,,,,,
661161,MAESTRO,DEBIT,,,,,,,,,
661162,MAESTRO,DEBIT,,,,,,,,,
661163,MAESTRO,DEBIT,,,,,,,,,
661164,MAESTRO,DEBIT,,,,,,,,,
661165,MAESTRO,DEBIT,,,,,,,,,
661166,MAESTRO,DEBIT,,,,,,,,,
661167,MAESTRO,DEBIT,,,,,,,,,
661168,MAESTRO,DEBIT,,,,,,,,,
661169,MAESTRO,DEBIT,,,,,,,,,
661170,MAESTRO,DEBIT,,,,,,,,,
661171,MAESTRO,DEBIT,,,,,,,,,
661172,MAESTRO,DEBIT,,,,,,,,,
661173,MAESTRO,DEBIT,,,,,,,,,
661174,MAESTRO,DEBIT,,,,,,,,,
661175,MAESTRO,DEBIT,,,,,,,,,
661176,MAESTRO,DEBIT,,,,,,,,,
661177,MAESTRO,DEBIT,,,,,,,,,
661178,MAESTRO,DEBIT,,,,,,,,,
661179,MAESTRO,DEBIT,,,,,,,,,
661180,MAESTRO,DEBIT,,,,,,,,,
661181,MAESTRO,DEBIT,,,,,,,,,
661182,MAESTRO,DEBIT,,,,,,,,,
661183,MAESTRO,DEBIT,,,,,,,,,
661184,MAESTRO,DEBIT,,,,,,,,,
661185,MAESTRO,DEBIT,,,,,,,,,
661186,MAESTRO,DEBIT,,,,,,,,,
661187,MAESTRO,DEBIT,,,,,,,,,
661188,MAESTRO,DEBIT,,,,,,,,,
661189,MAESTRO,DEBIT,,,,,,,,,
661190,MAESTRO,DEBIT,,,,,,,,,
661191,MAESTRO,DEBIT,,,,,,,,,
661192,MAESTRO,DEBIT,,,,,,,,,
661193,MAESTRO,DEBIT,,,,,,,,,
661194,MAESTRO,DEBIT,,,,,,,,,
661195,MAESTRO,DEBIT,,,,,,,,,
661196,MAESTRO,DEBIT,,,,,,,,,
661197,MAESTRO,DEBIT,,,,,,,,,
661198,MAESTRO,DEBIT,,,,,,,,,
661199,MAESTRO,DEBIT,,,,,,,,,
661200,MAESTRO,DEBIT,,,,,,,,,
661201,MAESTRO,DEBIT,,,,,,,,,
661202,MAESTRO,DEBIT,,,,,,,,,
661203,MAESTRO,DEBIT,,,,,,,,,
661204,MAESTRO,DEBIT,,,,,,,,,
661205,MAESTRO,DEBIT,,,,,,,,,
661206,MAESTRO,DEBIT,,,,,,,,,
661207,MAESTRO,DEBIT,,,,,,,,,
661208,MAESTRO,DEBIT,,,,,,,,,
661209,MAESTRO,DEBIT,,,,,,,,,
661210,MAESTRO,DEBIT,,,,,,,,,
661211,MAESTRO,DEBIT,,,,,,,,,
661212,MAESTRO,DEBIT,,,,,,,,,
661213,MAESTRO,DEBIT,,,,,,,,,
661214,MAESTRO,DEBIT,,,,,,,,,
661215,MAESTRO,DEBIT,,,,,,,,,
661216,MAESTRO,DEBIT,,,,,,,,,
661217,MAESTRO,DEBIT,,,,,,,,,
661218,MAESTRO,DEBIT,,,,,,,,,
661219,MAESTRO,DEBIT,,,,,,,,,
661220,MAESTRO,DEBIT,,,,,,,,,
661221,MAESTRO,DEBIT,,,,,,,,,
661222,MAESTRO,DEBIT,,,,,,,,,
661223,MAESTRO,DEBIT,,,,,,,,,
661224,MAESTRO,DEBIT,,,,,,,,,
661225,MAESTRO,DEBIT,,,,,,,,,
661226,MAESTRO,DEBIT,,,,,,,,,
661227,MAESTRO,DEBIT,,,,,,,,,
661228,MAESTRO,DEBIT,,,,,,,,,
661229,MAESTRO,DEBIT,,,,,,,,,
661230,MAESTRO,DEBIT,,,,,,,,,
661231,MAESTRO,DEBIT,,,,,,,,,
661232,MAESTRO,DEBIT,,,,,,,,,
661233,MAESTRO,DEBIT,,,,,,,,,
661234,MAESTRO,DEBIT,,,,,,,,,
661235,MAESTRO,DEBIT,,,,,,,,,
661236,MAESTRO,DEBIT,,,,,,,,,
661237,MAESTRO,DEBIT,,,,,,,,,
661238,MAESTRO,DEBIT,,,,,,,,,
661239,MAESTRO,DEBIT,,,,,,,,,
661240,MAESTRO,DEBIT,,,,,,,,,
661241,MAESTRO,DEBIT,,,,,,,,,
661242,MAESTRO,DEBIT,,,,,,,,,
661243,MAESTRO,DEBIT,,,,,,,,,
661244,MAESTRO,DEBIT,,,,,,,,,
661245,MAESTRO,DEBIT,,,,,,,,,
661246,MAESTRO,DEBIT,,,,,,,,,
661247,MAESTRO,DEBIT,,,,,,,,,
661248,MAESTRO,DEBIT,,,,,,,,,
661249,MAESTRO,DEBIT,,,,,,,,,
661250,MAESTRO,DEBIT,,,,,,,,,
661251,MAESTRO,DEBIT,,,,,,,,,
661252,MAESTRO,DEBIT,,,,,,,,,
661253,MAESTRO,DEBIT,,,,,,,,,
661254,MAESTRO,DEBIT,,,,,,,,,
661255,MAESTRO,DEBIT,,,,,,,,,
661256,MAESTRO,DEBIT,,,,,,,,,
661257,MAESTRO,DEBIT,,,,,,,,,
661258,MAESTRO,DEBIT,,,,,,,,,
661259,MAESTRO,DEBIT,,,,,,,,,
661260,MAESTRO,DEBIT,,,,,,,,,
661261,MAESTRO,DEBIT,,,,,,,,,
661262,MAESTRO,DEBIT,,,,,,,,,
661263,MAESTRO,DEBIT,,,,,,,,,
661264,MAESTRO,DEBIT,,,,,,,,,
661265,MAESTRO,DEBIT,,,,,,,,,
661266,MAESTRO,DEBIT,,,,,,,,,
661267,MAESTRO,DEBIT,,,,,,,,,
661268,MAESTRO,DEBIT,,,,,,,,,
661269,MAESTRO,DEBIT,,,,,,,,,
661270,MAESTRO,DEBIT,,,,,,,,,
661271,MAESTRO,DEBIT,,,,,,,,,
661272,MAESTRO,DEBIT,,,,,,,,,
661273,MAESTRO,DEBIT,,,,,,,,,
661274,MAESTRO,DEBIT,,,,,,,,,
661275,MAESTRO,DEBIT,,,,,,,,,
661276,MAESTRO,DEBIT,,,,,,,,,
661277,MAESTRO,DEBIT,,,,,,,,,
661278,MAESTRO,DEBIT,,,,,,,,,
661279,MAESTRO,DEBIT,,,,,,,,,
661280,MAESTRO,DEBIT,,,,,,,,,
661281,MAESTRO,DEBIT,,,,,,,,,
661282,MAESTRO,DEBIT,,,,,,,,,
661283,MAESTRO,DEBIT,,,,,,,,,
661284,MAESTRO,DEBIT,,,,,,,,,
661285,MAESTRO,DEBIT,,,,,,,,,
661286,MAESTRO,DEBIT,,,,,,,,,
661287,MAESTRO,DEBIT,,,,,,,,,
661288,MAESTRO,DEBIT,,,,,,,,,
661289,MAESTRO,DEBIT,,,,,,,,,
661290,MAESTRO,DEBIT,,,,,,,,,
661291,MAESTRO,DEBIT,,,,,,,,,
661292,MAESTRO,DEBIT,,,,,,,,,
661293,MAESTRO,DEBIT,,,,,,,,,
661294,MAESTRO,DEBIT,,,,,,,,,
661295,MAESTRO,DEBIT,,,,,,,,,
661296,MAESTRO,DEBIT,,,,,,,,,
661297,MAESTRO,DEBIT,,,,,,,,,
661298,MAESTRO,DEBIT,,,,,,,,,
661299,MAESTRO,DEBIT,,,,,,,,,
661300,MAESTRO,DEBIT,,,,,,,,,
661301,MAESTRO,DEBIT,,,,,,,,,
661302,MAESTRO,DEBIT,,,,,,,,,
661303,MAESTRO,DEBIT,,,,,,,,,
661304,MAESTRO,DEBIT,,,,,,,,,
661305,MAESTRO,DEBIT,,,,,,,,,
661306,MAESTRO,DEBIT,,,,,,,,,
661307,MAESTRO,DEBIT,,,,,,,,,
661308,MAESTRO,DEBIT,,,,,,,,,
661309,MAESTRO,DEBIT,,,,,,,,,
661310,MAESTRO,DEBIT,,,,,,,,,
661311,MAESTRO,DEBIT,,,,,,,,,
661312,MAESTRO,DEBIT,,,,,,,,,
661313,MAESTRO,DEBIT,,,,,,,,,
661314,MAESTRO,DEBIT,,,,,,,,,
661315,MAESTRO,DEBIT,,,,,,,,,
661316,MAESTRO,DEBIT,,,,,,,,,
661317,MAESTRO,DEBIT,,,,,,,,,
661318,MAESTRO,DEBIT,,,,,,,,,
661319,MAESTRO,DEBIT,,,,,,,,,
661320,MAESTRO,DEBIT,,,,,,,,,
661321,MAESTRO,DEBIT,,,,,,,,,
661322,MAESTRO,DEBIT,,,,,,,,,
661323,MAESTRO,DEBIT,,,,,,,,,
661324,MAESTRO,DEBIT,,,,,,,,,
661325,MAESTRO,DEBIT,,,,,,,,,
661326,MAESTRO,DEBIT,,,,,,,,,
661327,MAESTRO,DEBIT,,,,,,,,,
661328,MAESTRO,DEBIT,,,,,,,,,
661329,MAESTRO,DEBIT,,,,,,,,,
661330,MAESTRO,DEBIT,,,,,,,,,
661331,MAESTRO,DEBIT,,,,,,,,,
661332,MAESTRO,DEBIT,,,,,,,,,
661333,MAESTRO,DEBIT,,,,,,,,,
661334,MAESTRO,DEBIT,,,,,,,,,
661335,MAESTRO,DEBIT,,,,,,,,,
661336,MAESTRO,DEBIT,,,,,,,,,
661337,MAESTRO,DEBIT,,,,,,,,,
661338,MAESTRO,DEBIT,,,,,,,,,
661339,MAESTRO,DEBIT,,,,,,,,,
661340,MAESTRO,DEBIT,,,,,,,,,
661341,MAESTRO,DEBIT,,,,,,,,,
661342,MAESTRO,DEBIT,,,,,,,,,
661343,MAESTRO,DEBIT,,,,,,,,,
661344,MAESTRO,DEBIT,,,,,,,,,
661345,MAESTRO,DEBIT,,,,,,,,,
661346,MAESTRO,DEBIT,,,,,,,,,
661347,MAESTRO,DEBIT,,,,,,,,,
661348,MAESTRO,DEBIT,,,,,,,,,
661349,MAESTRO,DEBIT,,,,,,,,,
661350,MAESTRO,DEBIT,,,,,,,,,
661351,MAESTRO,DEBIT,,,,,,,,,
661352,MAESTRO,DEBIT,,,,,,,,,
661353,MAESTRO,DEBIT,,,,,,,,,
661354,MAESTRO,DEBIT,,,,,,,,,
661355,MAESTRO,DEBIT,,,,,,,,,
661356,MAESTRO,DEBIT,,,,,,,,,
661357,MAESTRO,DEBIT,,,,,,,,,
661358,MAESTRO,DEBIT,,,,,,,,,
661359,MAESTRO,DEBIT,,,,,,,,,
661360,MAESTRO,DEBIT,,,,,,,,,
661361,MAESTRO,DEBIT,,,,,,,,,
661362,MAESTRO,DEBIT,,,,,,,,,
661363,MAESTRO,DEBIT,,,,,,,,,
661364,MAESTRO,DEBIT,,,,,,,,,
661365,MAESTRO,DEBIT,,,,,,,,,
661366,MAESTRO,DEBIT,,,,,,,,,
661367,MAESTRO,DEBIT,,,,,,,,,
661368,MAESTRO,DEBIT,,,,,,,,,
661369,MAESTRO,DEBIT,,,,,,,,,
661370,MAESTRO,DEBIT,,,,,,,,,
661371,MAESTRO,DEBIT,,,,,,,,,
661372,MAESTRO,DEBIT,,,,,,,,,
661373,MAESTRO,DEBIT,,,,,,,,,
661374,MAESTRO,DEBIT,,,,,,,,,
661375,MAESTRO,DEBIT,,,,,,,,,
661376,MAESTRO,DEBIT,,,,,,,,,
661377,MAESTRO,DEBIT,,,,,,,,,
661378,MAESTRO,DEBIT,,,,,,,,,
661379,MAESTRO,DEBIT,,,,,,,,,
661380,MAESTRO,DEBIT,,,,,,,,,
661381,MAESTRO,DEBIT,,,,,,,,,
661382,MAESTRO,DEBIT,,,,,,,,,
661383,MAESTRO,DEBIT,,,,,,,,,
661384,MAESTRO,DEBIT,,,,,,,,,
661385,MAESTRO,DEBIT,,,,,,,,,
661386,MAESTRO,DEBIT,,,,,,,,,
661387,MAESTRO,DEBIT,,,,,,,,,
661388,MAESTRO,DEBIT,,,,,,,,,
661389,MAESTRO,DEBIT,,,,,,,,,
661390,MAESTRO,DEBIT,,,,,,,,,
661391,MAESTRO,DEBIT,,,,,,,,,
661392,MAESTRO,DEBIT,,,,,,,,,
661393,MAESTRO,DEBIT,,,,,,,,,
661394,MAESTRO,DEBIT,,,,,,,,,
661395,MAESTRO,DEBIT,,,,,,,,,
661396,MAESTRO,DEBIT,,,,,,,,,
661397,MAESTRO,DEBIT,,,,,,,,,
661398,MAESTRO,DEBIT,,,,,,,,,
661399,MAESTRO,DEBIT,,,,,,,,,
661400,MAESTRO,DEBIT,,,,,,,,,
661401,MAESTRO,DEBIT,,,,,,,,,
661402,MAESTRO,DEBIT,,,,,,,,,
661403,MAESTRO,DEBIT,,,,,,,,,
661404,MAESTRO,DEBIT,,,,,,,,,
661405,MAESTRO,DEBIT,,,,,,,,,
661406,MAESTRO,DEBIT,,,,,,,,,
661407,MAESTRO,DEBIT,,,,,,,,,
661408,MAESTRO,DEBIT,,,,,,,,,
661409,MAESTRO,DEBIT,,,,,,,,,
661410,MAESTRO,DEBIT,,,,,,,,,
661411,MAESTRO,DEBIT,,,,,,,,,
661412,MAESTRO,DEBIT,,,,,,,,,
661413,MAESTRO,DEBIT,,,,,,,,,
661414,MAESTRO,DEBIT,,,,,,,,,
661415,MAESTRO,DEBIT,,,,,,,,,
661416,MAESTRO,DEBIT,,,,,,,,,
661417,MAESTRO,DEBIT,,,,,,,,,
661418,MAESTRO,DEBIT,,,,,,,,,
661419,MAESTRO,DEBIT,,,,,,,,,
661420,MAESTRO,DEBIT,,,,,,,,,
661421,MAESTRO,DEBIT,,,,,,,,,
661422,MAESTRO,DEBIT,,,,,,,,,
661423,MAESTRO,DEBIT,,,,,,,,,
661424,MAESTRO,DEBIT,,,,,,,,,
661425,MAESTRO,DEBIT,,,,,,,,,
661426,MAESTRO,DEBIT,,,,,,,,,
661427,MAESTRO,DEBIT,,,,,,,,,
661428,MAESTRO,DEBIT,,,,,,,,,
661429,MAESTRO,DEBIT,,,,,,,,,
661430,MAESTRO,DEBIT,,,,,,,,,
661431,MAESTRO,DEBIT,,,,,,,,,
661432,MAESTRO,DEBIT,,,,,,,,,
661433,MAESTRO,DEBIT,,,,,,,,,
661434,MAESTRO,DEBIT,,,,,,,,,
661435,MAESTRO,DEBIT,,,,,,,,,
661436,MAESTRO,DEBIT,,,,,,,,,
661437,MAESTRO,DEBIT,,,,,,,,,
661438,MAESTRO,DEBIT,,,,,,,,,
661439,MAESTRO,DEBIT,,,,,,,,,
661440,MAESTRO,DEBIT,,,,,,,,,
661441,MAESTRO,DEBIT,,,,,,,,,
661442,MAESTRO,DEBIT,,,,,,,,,
661443,MAESTRO,DEBIT,,,,,,,,,
661444,MAESTRO,DEBIT,,,,,,,,,
661445,MAESTRO,DEBIT,,,,,,,,,
661446,MAESTRO,DEBIT,,,,,,,,,
661447,MAESTRO,DEBIT,,,,,,,,,
661448,MAESTRO,DEBIT,,,,,,,,,
661449,MAESTRO,DEBIT,,,,,,,,,
661450,MAESTRO,DEBIT,,,,,,,,,
661451,MAESTRO,DEBIT,,,,,,,,,
661452,MAESTRO,DEBIT,,,,,,,,,
661453,MAESTRO,DEBIT,,,,,,,,,
661454,MAESTRO,DEBIT,,,,,,,,,
661455,MAESTRO,DEBIT,,,,,,,,,
661456,MAESTRO,DEBIT,,,,,,,,,
661457,MAESTRO,DEBIT,,,,,,,,,
661458,MAESTRO,DEBIT,,,,,,,,,
661459,MAESTRO,DEBIT,,,,,,,,,
661460,MAESTRO,DEBIT,,,,,,,,,
661461,MAESTRO,DEBIT,,,,,,,,,
661462,MAESTRO,DEBIT,,,,,,,,,
661463,MAESTRO,DEBIT,,,,,,,,,
661464,MAESTRO,DEBIT,,,,,,,,,
661465,MAESTRO,DEBIT,,,,,,,,,
661466,MAESTRO,DEBIT,,,,,,,,,
661467,MAESTRO,DEBIT,,,,,,,,,
661468,MAESTRO,DEBIT,,,,,,,,,
661469,MAESTRO,DEBIT,,,,,,,,,
661470,MAESTRO,DEBIT,,,,,,,,,
661471,MAESTRO,DEBIT,,,,,,,,,
661472,MAESTRO,DEBIT,,,,,,,,,
661473,MAESTRO,DEBIT,,,,,,,,,
661474,MAESTRO,DEBIT,,,,,,,,,
661475,MAESTRO,DEBIT,,,,,,,,,
661476,MAESTRO,DEBIT,,,,,,,,,
661477,MAESTRO,DEBIT,,,,,,,,,
661478,MAESTRO,DEBIT,,,,,,,,,
661479,MAESTRO,DEBIT,,,,,,,,,
661480,MAESTRO,DEBIT,,,,,,,,,
661481,MAESTRO,DEBIT,,,,,,,,,
661482,MAESTRO,DEBIT,,,,,,,,,
661483,MAESTRO,DEBIT,,,,,,,,,
661484,MAESTRO,DEBIT,,,,,,,,,
661485,MAESTRO,DEBIT,,,,,,,,,
661486,MAESTRO,DEBIT,,,,,,,,,
661487,MAESTRO,DEBIT,,,,,,,,,
661488,MAESTRO,DEBIT,,,,,,,,,
661489,MAESTRO,DEBIT,,,,,,,,,
661490,MAESTRO,DEBIT,,,,,,,,,
661491,MAESTRO,DEBIT,,,,,,,,,
661492,MAESTRO,DEBIT,,,,,,,,,
661493,MAESTRO,DEBIT,,,,,,,,,
661494,MAESTRO,DEBIT,,,,,,,,,
661495,MAESTRO,DEBIT,,,,,,,,,
661496,MAESTRO,DEBIT,,,,,,,,,
661497,MAESTRO,DEBIT,,,,,,,,,
661498,MAESTRO,DEBIT,,,,,,,,,
661499,MAESTRO,DEBIT,,,,,,,,,
661500,MAESTRO,DEBIT,,,,,,,,,
661501,MAESTRO,DEBIT,,,,,,,,,
661502,MAESTRO,DEBIT,,,,,,,,,
661503,MAESTRO,DEBIT,,,,,,,,,
661504,MAESTRO,DEBIT,,,,,,,,,
661505,MAESTRO,DEBIT,,,,,,,,,
661506,MAESTRO,DEBIT,,,,,,,,,
661507,MAESTRO,DEBIT,,,,,,,,,
661508,MAESTRO,DEBIT,,,,,,,,,
661509,MAESTRO,DEBIT,,,,,,,,,
661510,MAESTRO,DEBIT,,,,,,,,,
661511,MAESTRO,DEBIT,,,,,,,,,
661512,MAESTRO,DEBIT,,,,,,,,,
661513,MAESTRO,DEBIT,,,,,,,,,
661514,MAESTRO,DEBIT,,,,,,,,,
661515,MAESTRO,DEBIT,,,,,,,,,
661516,MAESTRO,DEBIT,,,,,,,,,
661517,MAESTRO,DEBIT,,,,,,,,,
661518,MAESTRO,DEBIT,,,,,,,,,
661519,MAESTRO,DEBIT,,,,,,,,,
661520,MAESTRO,DEBIT,,,,,,,,,
661521,MAESTRO,DEBIT,,,,,,,,,
661522,MAESTRO,DEBIT,,,,,,,,,
661523,MAESTRO,DEBIT,,,,,,,,,
661524,MAESTRO,DEBIT,,,,,,,,,
661525,MAESTRO,DEBIT,,,,,,,,,
661526,MAESTRO,DEBIT,,,,,,,,,
661527,MAESTRO,DEBIT,,,,,,,,,
661528,MAESTRO,DEBIT,,,,,,,,,
661529,MAESTRO,DEBIT,,,,,,,,,
661530,MAESTRO,DEBIT,,,,,,,,,
661531,MAESTRO,DEBIT,,,,,,,,,
661532,MAESTRO,DEBIT,,,,,,,,,
661533,MAESTRO,DEBIT,,,,,,,,,
661534,MAESTRO,DEBIT,,,,,,,,,
661535,MAESTRO,DEBIT,,,,,,,,,
661536,MAESTRO,DEBIT,,,,,,,,,
661537,MAESTRO,DEBIT,,,,,,,,,
661538,MAESTRO,DEBIT,,,,,,,,,
661539,MAESTRO,DEBIT,,,,,,,,,
661540,MAESTRO,DEBIT,,,,,,,,,
661541,MAESTRO,DEBIT,,,,,,,,,
661542,MAESTRO,DEBIT,,,,,,,,,
661543,MAESTRO,DEBIT,,,,,,,,,
661544,MAESTRO,DEBIT,,,,,,,,,
661545,MAESTRO,DEBIT,,,,,,,,,
661546,MAESTRO,DEBIT,,,,,,,,,
661547,MAESTRO,DEBIT,,,,,,,,,
661548,MAESTRO,DEBIT,,,,,,,,,
661549,MAESTRO,DEBIT,,,,,,,,,
661550,MAESTRO,DEBIT,,,,,,,,,
661551,MAESTRO,DEBIT,,,,,,,,,
661552,MAESTRO,DEBIT,,,,,,,,,
661553,MAESTRO,DEBIT,,,,,,,,,
661554,MAESTRO,DEBIT,,,,,,,,,
661555,MAESTRO,DEBIT,,,,,,,,,
661556,MAESTRO,DEBIT,,,,,,,,,
661557,MAESTRO,DEBIT,,,,,,,,,
661558,MAESTRO,DEBIT,,,,,,,,,
661559,MAESTRO,DEBIT,,,,,,,,,
661560,MAESTRO,DEBIT,,,,,,,,,
661561,MAESTRO,DEBIT,,,,,,,,,
661562,MAESTRO,DEBIT,,,,,,,,,
661563,MAESTRO,DEBIT,,,,,,,,,
661564,MAESTRO,DEBIT,,,,,,,,,
661565,MAESTRO,DEBIT,,,,,,,,,
661566,MAESTRO,DEBIT,,,,,,,,,
661567,MAESTRO,DEBIT,,,,,,,,,
661568,MAESTRO,DEBIT,,,,,,,,,
661569,MAESTRO,DEBIT,,,,,,,,,
661570,MAESTRO,DEBIT,,,,,,,,,
661571,MAESTRO,DEBIT,,,,,,,,,
661572,MAESTRO,DEBIT,,,,,,,,,
661573,MAESTRO,DEBIT,,,,,,,,,
661574,MAESTRO,DEBIT,,,,,,,,,
661575,MAESTRO,DEBIT,,,,,,,,,
661576,MAESTRO,DEBIT,,,,,,,,,
661577,MAESTRO,DEBIT,,,,,,,,,
661578,MAESTRO,DEBIT,,,,,,,,,
661579,MAESTRO,DEBIT,,,,,,,,,
661580,MAESTRO,DEBIT,,,,,,,,,
661581,MAESTRO,DEBIT,,,,,,,,,
661582,MAESTRO,DEBIT,,,,,,,,,
661583,MAESTRO,DEBIT,,,,,,,,,
661584,MAESTRO,DEBIT,,,,,,,,,
661585,MAESTRO,DEBIT,,,,,,,,,
661586,MAESTRO,DEBIT,,,,,,,,,
661587,MAESTRO,DEBIT,,,,,,,,,
661588,MAESTRO,DEBIT,,,,,,,,,
661589,MAESTRO,DEBIT,,,,,,,,,
661590,MAESTRO,DEBIT,,,,,,,,,
661591,MAESTRO,DEBIT,,,,,,,,,
661592,MAESTRO,DEBIT,,,,,,,,,
661593,MAESTRO,DEBIT,,,,,,,,,
661594,MAESTRO,DEBIT,,,,,,,,,
661595,MAESTRO,DEBIT,,,,,,,,,
661596,MAESTRO,DEBIT,,,,,,,,,
661597,MAESTRO,DEBIT,,,,,,,,,
661598,MAESTRO,DEBIT,,,,,,,,,
661599,MAESTRO,DEBIT,,,,,,,,,
661600,MAESTRO,DEBIT,,,,,,,,,
